timestamp_utc,annotator,pair_key,id_query,id_dataset,main_resource,scope,supporting_field,quote,reason,relevance,notes
2026-09-08T09:15:09.581605+00:00,humano_2,121||a06004074-registro-central-de-personal,121,a06004074-registro-central-de-personal,matriculaciones,,,,unrelated,false,
2026-09-08T09:15:15.992385+00:00,humano_2,140||l01080193-inventario-de-las-especies-de-arbolado-del-atlas-de-la-biodiversidad-de-la-ciudad-de-barcelona,140,l01080193-inventario-de-las-especies-de-arbolado-del-atlas-de-la-biodiversidad-de-la-ciudad-de-barcelona,cartografia,,,,unrelated,false,
2026-09-08T09:15:24.608610+00:00,humano_2,108||a05003423-conceptos-de-medida-de-la-estadistica-de-encuesta-sobre-el-gasto-turistico-de-canarias-istac-csm_c00028a,108,a05003423-conceptos-de-medida-de-la-estadistica-de-encuesta-sobre-el-gasto-turistico-de-canarias-istac-csm_c00028a,censo,,,,unrelated,false,
2026-09-08T09:15:35.499105+00:00,humano_2,22||datos-de-entidades-menores,22,datos-de-entidades-menores,provincias,provincias,title,Entidades Menores en administraciones locales de Aragón,subtype,true,
2026-09-08T09:15:42.673584+00:00,humano_2,10||l02000014-poblacion-por-unidad-poblacional1,10,l02000014-poblacion-por-unidad-poblacional1,poblacion,,title,Población,direct_match,true,
2026-09-08T09:15:50.201696+00:00,humano_2,111||101018,111,101018,precipitacion,,title,Días de granizo,subtype,true,
2026-09-08T09:16:00.301455+00:00,humano_2,22||ea0042931-tabla-15-consumos-por-provincias-y-segmento-de-mercado-por-provincia-y-ultimo-ano,22,ea0042931-tabla-15-consumos-por-provincias-y-segmento-de-mercado-por-provincia-y-ultimo-ano,provincias,provincias,title,Por provincia,subtype,true,
2026-09-08T09:16:17.042475+00:00,humano_2,1||ea0010587-altas-hospitalarias-y-estancias-causadas-segun-el-sexo-y-el-diagnostico-principal-identificador-api-74875,1,ea0010587-altas-hospitalarias-y-estancias-causadas-segun-el-sexo-y-el-diagnostico-principal-identificador-api-74875,aulas hospitalarias,andalucia,,,unrelated,false,
2026-09-08T09:16:21.933024+00:00,humano_2,126||l01290672-zona-de-bajas-emisiones-cabinas,126,l01290672-zona-de-bajas-emisiones-cabinas,banderas azules,,,,unrelated,false,
2026-09-08T09:16:28.546656+00:00,humano_2,66||consumo-semanal-de-las-familias-de-la-c-a-de-euskadi-y-proporcion-de-familias-consumidoras-en-el-mes-por-tamano-de-familia-y-tipo-de-producto,66,consumo-semanal-de-las-familias-de-la-c-a-de-euskadi-y-proporcion-de-familias-consumidoras-en-el-mes-por-tamano-de-familia-y-tipo-de-producto,consumo,,title,Consumo semanal,direct_match,true,
2026-09-08T09:16:35.102830+00:00,humano_2,150||l01140023-subvenciones1,150,l01140023-subvenciones1,ayudas,,title,Subvenciones,direct_match,true,
2026-09-08T09:16:42.433542+00:00,humano_2,121||u01200001-estudiantes-matriculados-por-nacionalidad-master-2023-2024,121,u01200001-estudiantes-matriculados-por-nacionalidad-master-2023-2024,matriculaciones,,title,Estudiantes matriculados,direct_match,true,
2026-09-08T09:16:51.879297+00:00,humano_2,101||estadistica-de-contratos-menores-por-ejercicio,101,estadistica-de-contratos-menores-por-ejercicio,contratos,,title,Estadística de contratos,direct_match,true,
2026-09-08T09:17:21.652126+00:00,humano_2,65||l01280148-registro-entrada-n-registros-fecha-1-trimestre-2024,65,l01280148-registro-entrada-n-registros-fecha-1-trimestre-2024,calendario,,title,Registro entrada. Nº registros / fecha,subtype,true,"lo veo como un calendario, calendario de fichajes o aglo así, es uqe esto es rarisimo"
2026-09-08T09:17:34.172953+00:00,humano_2,105||a05003423-altas-de-fondos-en-bibliotecas-islas-de-canarias-y-anos,105,a05003423-altas-de-fondos-en-bibliotecas-islas-de-canarias-y-anos,libros,,title,Altas de fondos en bibliotecas,subtype,true,
2026-09-08T09:17:41.282899+00:00,humano_2,71||602033,71,602033,covid,,,,unrelated,false,
2026-09-08T09:17:47.364313+00:00,humano_2,141||a07002862-incidencias-en-la-red-de-carreteras-titularidad-de-la-junta-de-castilla-y-leon1,141,a07002862-incidencias-en-la-red-de-carreteras-titularidad-de-la-junta-de-castilla-y-leon1,curvas de nivel,,,,unrelated,false,
2026-09-08T09:17:58.036063+00:00,humano_2,68||l01080193-tipologias-de-las-placas-fotovoltaicas-municipales-en-la-ciudad-de-barcelona,68,l01080193-tipologias-de-las-placas-fotovoltaicas-municipales-en-la-ciudad-de-barcelona,ayuntamientos,,,,unrelated,false,
2026-09-08T09:18:20.645068+00:00,humano_2,49||a05003423-accidentes-de-trabajo-con-baja-en-jornada-de-trabajo-segun-tipos-de-contrato-y-sexos-canarias-y-anos,49,a05003423-accidentes-de-trabajo-con-baja-en-jornada-de-trabajo-segun-tipos-de-contrato-y-sexos-canarias-y-anos,calendario laboral,,,,unrelated,false,Me confunde porque peuden ser bajas de tal
2026-09-08T09:18:25.587245+00:00,humano_2,131||l01140305-zonas-ajardinadas,131,l01140305-zonas-ajardinadas,playas,,,,unrelated,false,
2026-09-08T09:18:32.025417+00:00,humano_2,95||l01140425-mercados-municipales,95,l01140425-mercados-municipales,ventas,,title,Mercados municipales,subtype,true,
2026-09-08T09:18:41.521472+00:00,humano_2,76||a05003423-poblacion-de-16-y-mas-anos-segun-estado-de-salud-mental-y-clases-sociales-basadas-en-la-ocupacion-de-la-persona-de-referencia-canarias-2021,76,a05003423-poblacion-de-16-y-mas-anos-segun-estado-de-salud-mental-y-clases-sociales-basadas-en-la-ocupacion-de-la-persona-de-referencia-canarias-2021,salud mental,,title,salud mental,subtype,true,
2026-09-08T09:18:48.965093+00:00,humano_2,57||calendario-de-festivos-en-comunidad-de-aragon-2025,57,calendario-de-festivos-en-comunidad-de-aragon-2025,festivos,,title,Calendario de festivos,direct_match,true,
2026-09-08T09:18:59.215157+00:00,humano_2,105||a01002820-publicaciones-de-la-junta-de-andalucia,105,a01002820-publicaciones-de-la-junta-de-andalucia,libros,,description,"Catálogo colectivo de libros, revistas y otras publicaciones",direct_match,true,
2026-09-08T09:19:04.928611+00:00,humano_2,35||l01280148-relacion-subvenciones-asociaciones-2011,35,l01280148-relacion-subvenciones-asociaciones-2011,asociaciones,,title,asociaciones,direct_match,true,
2026-09-08T09:19:11.286951+00:00,humano_2,139||l01380380-instalaciones-culturales1,139,l01380380-instalaciones-culturales1,arqueologia,,title,Instalaciones culturales,subtype,true,
2026-09-08T09:19:22.490521+00:00,humano_2,31||l01080193-red-de-refugios-climaticos-en-la-ciudad-de-barcelona,31,l01080193-red-de-refugios-climaticos-en-la-ciudad-de-barcelona,clima,,title,refugios climáticos,subtype,true,
2026-09-08T09:19:29.655298+00:00,humano_2,114||l01080193-tipologia-del-parque-de-vehiculos-de-la-ciudad-de-barcelona,114,l01080193-tipologia-del-parque-de-vehiculos-de-la-ciudad-de-barcelona,movilidad,,title,Padrón de vehículos.,subtype,true,
2026-09-08T09:19:39.776351+00:00,humano_2,13||l01140235-gestion-de-residuos-epremasa1,13,l01140235-gestion-de-residuos-epremasa1,codigos postales,,,,unrelated,false,
2026-09-08T09:19:47.543218+00:00,humano_2,68||l01280148-secciones-censales-del-municipio,68,l01280148-secciones-censales-del-municipio,ayuntamientos,,title,Secciones censales del municipio,subtype,true,
2026-09-08T09:19:56.511783+00:00,humano_2,90||cafeterias-y-restaurantes-en-la-comunidad-autonoma-de-aragon,90,cafeterias-y-restaurantes-en-la-comunidad-autonoma-de-aragon,restaurantes,,title,Cafeterías y restaurantes,direct_match,true,
2026-09-08T09:20:03.636769+00:00,humano_2,45||a04003003-punto-de-recarga-de-vehiculos-electricos1,45,a04003003-punto-de-recarga-de-vehiculos-electricos1,incendios,,,,unrelated,false,
2026-09-08T09:20:11.262240+00:00,humano_2,71||a04003003-datos-covid-19-vacunaciones-dosis-adicionales-illes-balears1,71,a04003003-datos-covid-19-vacunaciones-dosis-adicionales-illes-balears1,covid,,title,Datos COVID-19,direct_match,true,
2026-09-08T09:20:17.098790+00:00,humano_2,136||l01360577-museos-de-vigo,136,l01360577-museos-de-vigo,museos,,title,Museos,direct_match,true,
2026-09-08T09:20:45.737273+00:00,humano_2,53||l02000008-equipamientos-deportivos-locales,53,l02000008-equipamientos-deportivos-locales,futbol,,description,instalaciones de diversos tipos (pistas,subtype,true,
2026-09-08T09:20:53.316684+00:00,humano_2,116||asociaciones-culturales,116,asociaciones-culturales,cultura,,title,Asociaciones culturales,subtype,true,
2026-09-08T09:21:00.453838+00:00,humano_2,89||801195,89,801195,cancer,,,,unrelated,false,
2026-09-08T09:21:09.936207+00:00,humano_2,38||l01280148-catastro-urbano-1988,38,l01280148-catastro-urbano-1988,catastro,,title,Planos Catastro,direct_match,true,
2026-09-08T09:21:20.772945+00:00,humano_2,1||ea0010587-altas-hospitalarias-segun-el-sexo-el-diagnostico-principal-la-provincia-comunidad-y-ciudad-autonoma-de-hospitalizacion-identificador-api-49025,1,ea0010587-altas-hospitalarias-segun-el-sexo-el-diagnostico-principal-la-provincia-comunidad-y-ciudad-autonoma-de-hospitalizacion-identificador-api-49025,aulas hospitalarias,andalucia,title,Altas hospitalarias,direct_match,true,
2026-09-08T09:21:28.013830+00:00,humano_2,55||l01081691-calendaris-de-dies-festius,55,l01081691-calendaris-de-dies-festius,dgt,,,,unrelated,false,
2026-09-08T09:21:38.669262+00:00,humano_2,54||residuos_peligrosos_tratamiento,54,residuos_peligrosos_tratamiento,residuos,,title,Tratamiento de residuos,direct_match,true,
2026-09-08T09:21:42.480843+00:00,humano_2,102||l01140431-gestion-de-residuos-epremasa1,102,l01140431-gestion-de-residuos-epremasa1,renfe,,,,unrelated,false,
2026-09-08T09:21:50.417095+00:00,humano_2,25||educa-colegios,25,educa-colegios,centros educativos,,title,Centros de Educación,direct_match,true,
2026-09-08T09:21:56.382198+00:00,humano_2,73||turismo-casas-rurales,73,turismo-casas-rurales,hoteles,,title,Casas rurales turísticas,direct_match,true,
2026-09-08T09:22:03.989443+00:00,humano_2,3||a05003423-hogares-segun-deficiencias-de-la-vivienda-y-tipos-de-viviendas-canarias-2007,3,a05003423-hogares-segun-deficiencias-de-la-vivienda-y-tipos-de-viviendas-canarias-2007,vivienda,,title,Hogares,direct_match,true,
2026-09-08T09:22:12.041218+00:00,humano_2,18||l01280148-parque-vehiculos-automoviles-2013-2015-evolucion,18,l01280148-parque-vehiculos-automoviles-2013-2015-evolucion,trafico,,title,Parque vehículos-automóviles,subtype,true,
2026-09-08T09:22:18.291268+00:00,humano_2,102||l01280066-servicios-de-autobus1,102,l01280066-servicios-de-autobus1,renfe,,title,Servicios de autobús,direct_match,true,
2026-09-08T09:22:23.091946+00:00,humano_2,126||l01080193-tipologias-de-las-placas-fotovoltaicas-municipales-en-la-ciudad-de-barcelona,126,l01080193-tipologias-de-las-placas-fotovoltaicas-municipales-en-la-ciudad-de-barcelona,banderas azules,,,,unrelated,false,
2026-09-08T09:22:33.677300+00:00,humano_2,139||museos-en-la-region-de-murcia,139,museos-en-la-region-de-murcia,arqueologia,,title,Museos en la Región de Murcia,subtype,true,
2026-09-08T09:22:40.996139+00:00,humano_2,25||l03380010-centros-de-educacion,25,l03380010-centros-de-educacion,centros educativos,,title,centros de educacion,direct_match,true,
2026-09-08T09:26:42.196527+00:00,humano_2,66||consumo-anual-de-las-familias-de-la-c-a-de-euskadi-y-proporcion-de-familias-consumidoras-por-edad-del-sustentador-principal-y-grupo-de-productos,66,consumo-anual-de-las-familias-de-la-c-a-de-euskadi-y-proporcion-de-familias-consumidoras-por-edad-del-sustentador-principal-y-grupo-de-productos,consumo,,title,Consumo anual,direct_match,true,
2026-09-08T09:26:49.325316+00:00,humano_2,123||l01080193-padro-de-vehiculos-evolucion-del-parque-de-vehiculos-de-la-ciutat-de-barcelona,123,l01080193-padro-de-vehiculos-evolucion-del-parque-de-vehiculos-de-la-ciutat-de-barcelona,dana,,,,unrelated,false,
2026-09-08T09:26:57.751305+00:00,humano_2,29||ea0001302-estacion-meteorologica-adossat,29,ea0001302-estacion-meteorologica-adossat,temperatura,,title,Estación meteorológica,subtype,true,
2026-09-08T09:27:17.154832+00:00,humano_2,42||l01140253-elecciones1,42,l01140253-elecciones1,elecciones,,title,Elecciones,direct_match,true,
2026-09-08T09:27:27.641115+00:00,humano_2,140||l01080193-valores-catastrales-de-los-cargos-de-la-ciudad-de-barcelona,140,l01080193-valores-catastrales-de-los-cargos-de-la-ciudad-de-barcelona,cartografia,,title,Valores catastrales,subtype,true,
2026-09-08T09:27:30.977249+00:00,humano_2,16||l01030092-bajas-en-padron,16,l01030092-bajas-en-padron,agua,,,,unrelated,false,
2026-09-08T09:27:37.740005+00:00,humano_2,114||a17002943-transportistas-de-ganado1,114,a17002943-transportistas-de-ganado1,movilidad,,title,Transportistas,subtype,true,
2026-09-08T09:27:49.753303+00:00,humano_2,37||a07002862-consumos-horarios-de-electricidad-de-los-hospitales-de-castilla-y-leon1,37,a07002862-consumos-horarios-de-electricidad-de-los-hospitales-de-castilla-y-leon1,energia,,title,Consumos horarios de electricidad,direct_match,true,
2026-09-08T09:27:55.674175+00:00,humano_2,63||l01080193-inventario-de-los-bancos-publicos-de-la-red-de-infraestructuras-de-la-ciudad-de-barcelona,63,l01080193-inventario-de-los-bancos-publicos-de-la-red-de-infraestructuras-de-la-ciudad-de-barcelona,pib,,,,unrelated,false,
2026-09-08T09:28:00.783112+00:00,humano_2,92||l01140636-gestion-de-residuos-epremasa1,92,l01140636-gestion-de-residuos-epremasa1,gasolineras,,,,unrelated,false,
2026-09-08T09:28:12.091488+00:00,humano_2,62||a04003003-actuaciones-gestion-saneamiento-depuracion-programa-medidas-abaqua1,62,a04003003-actuaciones-gestion-saneamiento-depuracion-programa-medidas-abaqua1,embalses,,title,Gestión Saneamiento Depuración,subtype,true,
2026-09-08T09:28:17.931995+00:00,humano_2,51||l01280148-paro-registrado-2025,51,l01280148-paro-registrado-2025,paro,,title,Paro,direct_match,true,
2026-09-08T09:28:27.975484+00:00,humano_2,5||l01140478-mercados-municipales,5,l01140478-mercados-municipales,municipios,municipios,title,Mercados municipales,subtype,true,
2026-09-08T09:28:37.217227+00:00,humano_2,148||a17002943-capturas-de-pesca-temporada-20151,148,a17002943-capturas-de-pesca-temporada-20151,pesca,,title,Capturas de pesca,subtype,true,
